"","userID","age","sex","edu","major","work","IAT","self","HPC","perf","impr"
"1","U1",27,"F","HighO",FALSE,TRUE,27,3,11,54,-1
"2","U2",30,"M","Univ",FALSE,TRUE,31,1,8,55,-8
"3","U3",31,"M","Univ",FALSE,TRUE,19,5,8,59,-5
"4","U4",30,"F","Univ",FALSE,TRUE,27,4,17,56,-3
"5","U5",40,"F","Univ",FALSE,TRUE,25,2,12,52,-2
"6","U6",29,"M","Univ",FALSE,FALSE,35,3,10,47,5
"7","U7",26,"M","Univ",TRUE,TRUE,29,1,5,55,3
"8","U8",26,"M","GradO",FALSE,TRUE,29,5,9,63,-12
"9","U9",29,"F","Univ",FALSE,TRUE,38,4,11,55,-2
"10","U10",31,"F","Grad",FALSE,TRUE,30,2,9,59,-8
"11","U11",29,"M","Univ",FALSE,FALSE,35,3,11,49,8
"12","U12",31,"F","Grad",FALSE,TRUE,26,1,9,55,-7
"13","U13",24,"M","UnivO",FALSE,TRUE,21,5,11,61,-6
"14","U14",22,"M","Univ",FALSE,TRUE,16,4,5,55,0
"15","U15",26,"F","Univ",FALSE,TRUE,37,2,14,47,9
"16","U16",35,"M","Univ",FALSE,TRUE,26,3,10,48,5
"17","U17",25,"M","Univ",FALSE,FALSE,30,1,8,56,-1
"18","U18",24,"M","Grad",FALSE,FALSE,32,5,19,50,0
"19","U19",27,"M","Univ",FALSE,TRUE,30,4,11,52,1
"20","U20",26,"M","Univ",FALSE,FALSE,25,2,11,50,4
"21","U21",26,"F","Univ",TRUE,TRUE,35,3,13,56,-3
"22","U22",27,"M","GradO",FALSE,TRUE,30,1,7,57,-5
"23","U23",24,"M","Univ",FALSE,FALSE,19,5,11,45,10
"24","U24",27,"F","Grad",FALSE,TRUE,32,4,7,53,-2
"25","U25",25,"M","GradO",FALSE,TRUE,32,2,10,56,-5
"26","U26",48,"M","Grad",FALSE,TRUE,27,3,12,52,2
"27","U27",31,"F","UnivO",FALSE,TRUE,30,1,11,55,0
"28","U28",20,"M","Univ",FALSE,TRUE,33,5,14,56,-3
"29","U29",41,"F","High",FALSE,TRUE,31,4,20,47,6
"30","U30",24,"F","Univ",FALSE,TRUE,29,2,5,52,1
"31","U31",30,"M","Univ",FALSE,TRUE,18,3,9,55,-2
"32","U32",25,"M","High",FALSE,TRUE,27,1,10,52,5
"33","U33",24,"F","HighO",FALSE,TRUE,37,5,8,59,-6
"34","U34",31,"F","Univ",FALSE,TRUE,34,4,14,62,-7
"35","U35",26,"M","GradO",FALSE,TRUE,30,2,7,53,-1
"36","U36",32,"F","Univ",FALSE,TRUE,28,3,16,55,0
"37","U37",25,"M","GradO",FALSE,TRUE,35,1,14,53,2
"38","U38",24,"F","GradO",FALSE,TRUE,24,5,12,54,4
"39","U39",22,"F","Univ",FALSE,TRUE,31,4,12,59,-9
"40","U40",40,"M","Grad",FALSE,TRUE,33,2,14,58,-4
"41","U41",28,"F","Univ",FALSE,TRUE,26,3,6,55,-3
"42","U42",29,"M","Univ",TRUE,TRUE,31,1,8,59,-5
"43","U43",24,"M","UnivO",FALSE,TRUE,32,5,9,52,-1
"44","U44",28,"F","Grad",FALSE,TRUE,30,4,11,56,-1
"45","U45",27,"M","UnivO",FALSE,FALSE,34,2,13,50,8
"46","U46",28,"M","High",FALSE,TRUE,27,3,6,51,7
"47","U47",30,"M","UnivO",FALSE,FALSE,39,1,11,51,9
"48","U48",31,"F","High",FALSE,FALSE,30,5,7,51,6
"49","U49",24,"F","UnivO",FALSE,TRUE,33,4,10,46,7
"50","U50",33,"F","High",FALSE,FALSE,32,2,9,52,3
"51","U51",26,"F","Univ",FALSE,TRUE,18,3,8,55,-2
"52","U52",27,"F","High",FALSE,FALSE,32,1,13,44,7
"53","U53",35,"M","Univ",FALSE,FALSE,30,5,10,56,-1
"54","U54",31,"F","Univ",TRUE,TRUE,21,4,7,60,-13
"55","U55",24,"F","Univ",TRUE,TRUE,31,2,7,59,-5
"56","U56",30,"F","Univ",FALSE,TRUE,26,3,5,48,0
"57","U57",31,"M","GradO",FALSE,FALSE,30,1,10,50,2
"58","U58",32,"M","High",FALSE,TRUE,18,5,5,54,6
"59","U59",24,"M","Univ",FALSE,FALSE,28,4,14,51,4
"60","U60",36,"M","GradO",FALSE,TRUE,45,2,15,50,4
"61","U61",50,"M","Univ",FALSE,TRUE,23,3,5,55,-3
"62","U62",24,"M","Univ",FALSE,TRUE,26,1,9,59,-6
"63","U63",27,"M","UnivO",FALSE,TRUE,27,5,13,57,-3
"64","U64",26,"F","High",FALSE,TRUE,18,4,20,64,-12
"65","U65",25,"M","Univ",FALSE,TRUE,28,2,12,54,-2
"66","U66",35,"M","Univ",TRUE,TRUE,31,3,11,49,0
"67","U67",26,"M","Grad",FALSE,FALSE,33,1,11,52,5
"68","U68",28,"F","High",FALSE,TRUE,38,5,5,56,-4
"69","U69",24,"M","UnivO",FALSE,FALSE,31,4,14,46,5
"70","U70",31,"F","Univ",FALSE,TRUE,25,2,8,50,1
"71","U71",27,"M","Univ",FALSE,TRUE,31,3,13,53,1
"72","U72",41,"F","Univ",FALSE,TRUE,34,1,9,52,2
"73","U73",26,"F","High",FALSE,TRUE,32,5,7,58,-3
"74","U74",34,"M","Univ",FALSE,TRUE,38,4,11,49,1
"75","U75",24,"M","High",FALSE,FALSE,27,2,9,48,2
"76","U76",29,"M","Univ",TRUE,TRUE,22,3,9,50,2
"77","U77",24,"M","High",FALSE,TRUE,25,1,6,48,3
"78","U78",27,"F","High",FALSE,TRUE,20,5,12,58,-6
"79","U79",24,"M","Univ",FALSE,TRUE,15,4,11,43,8
"80","U80",28,"F","Grad",FALSE,TRUE,33,2,10,46,8
"81","U81",22,"F","Univ",FALSE,TRUE,35,3,18,50,-1
"82","U82",29,"M","UnivO",FALSE,TRUE,17,1,9,50,6
"83","U83",27,"M","Univ",FALSE,TRUE,30,5,14,56,-9
"84","U84",29,"M","Univ",FALSE,FALSE,22,4,17,55,-8
"85","U85",26,"F","GradO",FALSE,TRUE,29,2,7,57,-1
"86","U86",45,"M","HighO",FALSE,TRUE,21,3,11,50,4
"87","U87",26,"F","GradO",FALSE,TRUE,33,1,14,57,-7
"88","U88",24,"F","High",FALSE,FALSE,38,5,10,49,4
"89","U89",25,"M","Univ",FALSE,FALSE,28,4,11,49,6
"90","U90",36,"M","GradO",TRUE,TRUE,32,2,12,57,-3
"91","U91",25,"F","High",FALSE,TRUE,45,3,18,53,1
"92","U92",20,"M","UnivO",FALSE,TRUE,31,1,13,57,-3
"93","U93",24,"M","Univ",FALSE,TRUE,22,5,8,48,4
"94","U94",25,"F","HighO",FALSE,FALSE,21,4,13,51,5
"95","U95",27,"M","Univ",FALSE,TRUE,31,2,5,57,-3
"96","U96",30,"M","Univ",FALSE,FALSE,29,3,11,57,-2
"97","U97",24,"F","Univ",FALSE,TRUE,24,1,11,46,5
"98","U98",24,"F","Univ",FALSE,TRUE,25,5,19,55,-2
"99","U99",27,"M","Univ",TRUE,TRUE,34,4,12,59,-4
"100","U100",32,"F","High",FALSE,FALSE,31,2,6,44,9
"101","U101",27,"F","Univ",FALSE,FALSE,32,3,8,50,5
"102","U102",31,"F","UnivO",FALSE,TRUE,28,1,7,54,-5
"103","U103",26,"F","UnivO",FALSE,TRUE,38,5,9,59,-4
"104","U104",27,"F","High",FALSE,FALSE,25,4,12,52,-1
"105","U105",24,"F","UnivO",FALSE,FALSE,29,2,7,47,10
"106","U106",24,"F","HighO",FALSE,TRUE,29,3,17,54,4
"107","U107",26,"F","Univ",FALSE,TRUE,29,1,12,58,-4
"108","U108",24,"F","Univ",FALSE,TRUE,29,5,18,53,0
"109","U109",28,"F","GradO",FALSE,FALSE,32,4,18,54,-2
"110","U110",26,"F","Univ",FALSE,FALSE,34,2,12,53,9
"111","U111",33,"M","HighO",FALSE,FALSE,25,3,14,48,12
"112","U112",26,"F","Grad",FALSE,TRUE,31,1,10,57,-8
"113","U113",20,"M","Univ",FALSE,TRUE,28,5,10,57,-4
"114","U114",24,"M","Univ",FALSE,TRUE,27,4,8,50,3
"115","U115",24,"M","GradO",FALSE,TRUE,35,2,5,57,-2
"116","U116",23,"M","Univ",FALSE,TRUE,27,3,12,47,5
"117","U117",21,"M","GradO",FALSE,FALSE,29,1,12,40,15
"118","U118",26,"F","Univ",TRUE,TRUE,28,5,6,59,-10
"119","U119",26,"M","High",FALSE,TRUE,21,4,8,58,0
"120","U120",32,"M","GradO",FALSE,FALSE,45,2,13,46,10
"121","U121",35,"M","Univ",FALSE,FALSE,35,3,14,48,7
"122","U122",22,"F","High",FALSE,TRUE,26,1,7,59,-9
"123","U123",20,"M","Univ",FALSE,TRUE,26,5,6,52,0
"124","U124",23,"M","Grad",FALSE,FALSE,28,4,10,50,7
"125","U125",28,"M","Univ",FALSE,TRUE,33,2,9,57,-4
"126","U126",27,"F","High",FALSE,TRUE,22,3,9,51,3
"127","U127",24,"M","Univ",FALSE,TRUE,34,1,10,57,1
"128","U128",30,"F","UnivO",FALSE,FALSE,19,5,6,49,6
"129","U129",29,"F","Univ",TRUE,TRUE,17,4,8,64,-10
"130","U130",26,"F","GradO",FALSE,TRUE,35,2,5,59,-9
"131","U132",29,"F","Univ",FALSE,TRUE,44,1,9,58,-4
"132","U133",26,"F","GradO",FALSE,FALSE,25,5,8,51,3
"133","U134",28,"M","Univ",FALSE,FALSE,31,4,12,53,0
"134","U135",23,"F","Univ",FALSE,FALSE,30,2,13,43,12
"135","U136",31,"F","High",FALSE,TRUE,22,3,13,57,-2
"136","U137",23,"F","Grad",FALSE,TRUE,25,1,7,49,4
"137","U138",29,"F","High",FALSE,TRUE,30,5,13,57,-10
"138","U139",31,"M","High",FALSE,FALSE,35,4,14,46,10
"139","U140",46,"M","Univ",FALSE,TRUE,25,2,12,53,-2
"140","U141",31,"F","High",FALSE,TRUE,35,3,5,56,-3
"141","U142",20,"F","Univ",FALSE,TRUE,25,1,9,56,-4
"142","U143",26,"M","UnivO",FALSE,FALSE,30,5,11,56,-1
"143","U144",30,"M","Univ",FALSE,TRUE,32,4,14,50,7
"144","U145",24,"F","Univ",FALSE,TRUE,25,2,11,55,2
"145","U146",28,"M","UnivO",FALSE,TRUE,29,3,6,55,0
"146","U147",33,"F","Univ",TRUE,FALSE,25,1,9,49,0
"147","U148",31,"M","Univ",FALSE,FALSE,28,5,10,55,-2
"148","U149",20,"F","Univ",FALSE,TRUE,15,4,9,49,9
"149","U150",29,"F","Univ",FALSE,FALSE,24,2,12,51,1
"150","U151",31,"M","HighO",FALSE,TRUE,44,3,12,50,1
"151","U152",26,"F","GradO",FALSE,TRUE,33,1,15,51,1
"152","U153",25,"F","UnivO",FALSE,FALSE,25,5,13,50,4
"153","U154",37,"M","HighO",FALSE,TRUE,35,4,20,59,-5
"154","U155",26,"F","High",FALSE,TRUE,16,2,8,61,-8
"155","U156",20,"F","High",FALSE,TRUE,30,3,20,52,2
"156","U157",29,"M","Univ",FALSE,TRUE,33,1,8,58,0
"157","U158",23,"F","Univ",FALSE,FALSE,27,5,7,43,12
"158","U159",25,"M","High",FALSE,FALSE,29,4,14,47,5
"159","U160",31,"M","Univ",FALSE,TRUE,30,2,11,53,5
"160","U161",29,"M","UnivO",FALSE,TRUE,19,3,10,51,-1
"161","U162",29,"M","High",FALSE,TRUE,33,1,10,51,-1
"162","U163",30,"M","Univ",TRUE,TRUE,29,5,12,49,2
"163","U164",26,"F","Univ",FALSE,TRUE,31,4,6,63,-9
"164","U165",26,"F","Univ",TRUE,FALSE,31,2,12,51,0
"165","U166",28,"M","GradO",FALSE,TRUE,25,3,10,48,6
"166","U167",31,"M","Univ",FALSE,FALSE,21,1,9,51,4
"167","U168",26,"M","Univ",FALSE,TRUE,22,5,6,64,-12
"168","U169",48,"F","Univ",FALSE,TRUE,24,4,13,53,-1
"169","U170",26,"M","High",FALSE,FALSE,23,2,7,49,1
"170","U171",35,"F","High",FALSE,TRUE,34,3,5,50,4
"171","U172",29,"M","GradO",FALSE,TRUE,30,1,11,51,3
"172","U173",34,"F","GradO",FALSE,FALSE,25,5,17,55,-2
"173","U174",31,"F","Univ",TRUE,TRUE,34,4,9,58,-5
"174","U175",26,"F","Univ",FALSE,TRUE,20,2,10,54,-3
"175","U176",33,"M","Univ",FALSE,TRUE,31,3,14,51,3
"176","U177",29,"F","Univ",FALSE,TRUE,20,1,9,58,-7
"177","U178",29,"F","UnivO",TRUE,TRUE,30,5,10,57,-1
"178","U179",26,"F","Univ",FALSE,TRUE,28,4,10,63,-12
"179","U180",25,"F","Univ",FALSE,TRUE,32,2,14,58,-4
"180","U181",29,"M","High",FALSE,FALSE,25,3,9,45,10
"181","U182",26,"F","Univ",FALSE,TRUE,30,1,8,47,5
"182","U183",28,"F","UnivO",FALSE,TRUE,42,5,9,58,-6
"183","U184",26,"M","Univ",FALSE,FALSE,33,4,6,61,1
"184","U185",23,"M","High",FALSE,TRUE,34,2,14,47,2
"185","U186",24,"F","Grad",FALSE,FALSE,32,3,11,43,9
"186","U187",42,"M","GradO",FALSE,TRUE,30,1,10,55,2
"187","U188",31,"M","Univ",FALSE,TRUE,16,5,12,62,-5
"188","U189",25,"F","UnivO",FALSE,TRUE,23,4,9,61,-7
"189","U190",33,"F","Univ",FALSE,FALSE,30,2,10,44,9
"190","U191",29,"M","Univ",FALSE,FALSE,32,3,14,48,11
"191","U192",20,"M","Univ",FALSE,TRUE,30,1,7,53,2
"192","U193",25,"M","Grad",FALSE,TRUE,35,5,11,54,0
"193","U194",49,"F","Univ",FALSE,FALSE,34,4,13,46,10
"194","U195",37,"M","UnivO",FALSE,TRUE,23,2,8,52,3
"195","U196",50,"F","GradO",FALSE,TRUE,33,3,7,54,1
"196","U197",42,"F","UnivO",FALSE,TRUE,34,1,12,54,0
"197","U198",35,"M","Univ",TRUE,FALSE,28,5,10,48,5
"198","U199",22,"F","Univ",FALSE,TRUE,30,4,18,53,-2
"199","U200",30,"M","Univ",FALSE,TRUE,28,2,15,52,5
"200","U201",31,"M","Univ",FALSE,TRUE,40,3,8,52,3
"201","U202",31,"M","High",FALSE,TRUE,33,1,16,56,-2
"202","U203",25,"F","Univ",FALSE,TRUE,32,5,5,64,-15
"203","U204",33,"F","Univ",FALSE,FALSE,30,4,7,46,11
"204","U205",28,"F","High",FALSE,TRUE,35,2,9,56,-6
"205","U206",32,"M","Univ",FALSE,TRUE,22,3,10,51,2
"206","U207",27,"F","Grad",FALSE,FALSE,28,1,7,47,6
"207","U208",29,"M","Univ",FALSE,FALSE,28,5,9,53,3
"208","U209",27,"F","Univ",FALSE,TRUE,28,4,11,55,-4
"209","U210",22,"F","Univ",FALSE,FALSE,33,2,12,49,9
"210","U211",30,"F","High",FALSE,TRUE,33,3,6,56,-1
"211","U212",25,"F","Univ",FALSE,TRUE,30,1,6,64,-8
"212","U213",27,"M","UnivO",FALSE,FALSE,30,5,11,48,7
"213","U214",33,"M","GradO",TRUE,FALSE,32,4,17,60,-9
"214","U215",28,"M","Univ",FALSE,TRUE,34,2,13,55,-5
"215","U216",23,"M","UnivO",FALSE,FALSE,26,3,9,52,0
"216","U217",31,"F","Univ",FALSE,TRUE,33,1,6,54,-6
"217","U218",34,"F","UnivO",TRUE,FALSE,25,5,10,51,4
"218","U219",30,"M","Univ",FALSE,TRUE,19,4,10,54,-3
"219","U220",38,"M","Univ",FALSE,TRUE,24,2,11,51,1
"220","U221",31,"F","High",FALSE,TRUE,42,3,6,48,9
"221","U222",26,"M","Univ",FALSE,TRUE,19,1,11,55,2
"222","U223",26,"F","High",FALSE,TRUE,30,5,8,65,-14
"223","U224",24,"F","Univ",FALSE,TRUE,25,4,6,60,-5
"224","U225",25,"F","GradO",FALSE,TRUE,21,2,12,55,-2
"225","U226",28,"F","High",FALSE,TRUE,34,3,13,52,0
"226","U227",50,"F","Univ",FALSE,TRUE,28,1,6,49,3
"227","U228",26,"M","UnivO",FALSE,TRUE,31,5,5,66,-14
"228","U229",30,"F","Univ",TRUE,FALSE,16,4,6,53,3
"229","U230",31,"F","UnivO",FALSE,FALSE,45,2,12,59,-2
"230","U231",32,"F","Univ",TRUE,TRUE,31,3,9,47,7
"231","U232",31,"M","HighO",FALSE,TRUE,35,1,9,53,2
"232","U233",24,"M","Grad",FALSE,FALSE,26,5,6,47,5
"233","U234",38,"M","High",FALSE,TRUE,31,4,13,53,-1
"234","U235",31,"F","GradO",FALSE,TRUE,27,2,9,58,-3
"235","U236",26,"F","Univ",FALSE,FALSE,29,3,14,58,-3
"236","U237",33,"F","Univ",FALSE,TRUE,43,1,11,49,4
"237","U238",25,"M","Univ",FALSE,TRUE,25,5,8,60,-12
"238","U239",28,"F","Univ",FALSE,TRUE,35,4,6,62,-6
"239","U240",21,"F","Univ",FALSE,FALSE,21,2,9,47,0
"240","U241",28,"M","Univ",FALSE,TRUE,30,3,5,57,3
"241","U242",26,"F","High",FALSE,TRUE,17,1,5,56,-5
"242","U243",26,"F","HighO",FALSE,TRUE,31,5,5,59,-2
"243","U244",29,"M","GradO",FALSE,TRUE,33,4,5,64,-10
"244","U245",23,"M","High",FALSE,TRUE,25,2,11,50,4
"245","U246",29,"F","Univ",FALSE,FALSE,30,3,19,49,2
"246","U247",35,"F","UnivO",FALSE,TRUE,32,1,6,47,5
"247","U248",31,"M","Univ",FALSE,TRUE,31,5,5,60,-6
"248","U249",21,"F","UnivO",FALSE,FALSE,18,4,20,52,0
"249","U250",32,"M","Univ",FALSE,TRUE,42,2,11,56,-8
"250","U251",31,"M","UnivO",FALSE,TRUE,32,3,10,52,2
"251","U252",28,"F","UnivO",FALSE,TRUE,34,1,20,56,-4
"252","U253",27,"F","Univ",FALSE,TRUE,17,5,6,54,-1
"253","U254",27,"M","HighO",FALSE,FALSE,15,4,14,49,3
"254","U255",24,"F","UnivO",FALSE,TRUE,18,2,6,52,1
"255","U256",28,"M","Univ",FALSE,TRUE,29,3,5,59,-3
"256","U257",24,"F","Univ",FALSE,TRUE,45,1,5,58,-6
"257","U258",24,"F","Univ",FALSE,FALSE,23,5,14,44,9
"258","U259",28,"F","High",FALSE,TRUE,30,4,13,51,-3
"259","U260",29,"M","Univ",TRUE,TRUE,30,2,11,54,2
"260","U261",45,"F","Univ",TRUE,TRUE,37,3,6,57,-5
"261","U262",27,"M","UnivO",FALSE,TRUE,27,1,6,52,-4
"262","U263",29,"M","High",FALSE,TRUE,34,5,13,52,-3
"263","U264",27,"F","Univ",FALSE,TRUE,45,4,5,57,-12
"264","U265",26,"F","Univ",FALSE,TRUE,33,2,14,53,0
"265","U266",24,"M","HighO",FALSE,TRUE,20,3,8,54,-5
"266","U267",33,"M","Univ",FALSE,TRUE,28,1,12,54,-7
"267","U268",25,"M","GradO",FALSE,TRUE,33,5,8,60,-7
"268","U269",26,"M","Univ",FALSE,TRUE,28,4,13,50,6
"269","U270",35,"M","Univ",FALSE,TRUE,31,2,11,46,4
"270","U271",25,"F","Univ",FALSE,TRUE,16,3,6,55,-5
"271","U272",34,"M","Univ",FALSE,TRUE,26,1,12,44,5
"272","U273",27,"M","UnivO",FALSE,TRUE,26,5,6,51,2
"273","U274",32,"F","UnivO",FALSE,FALSE,35,4,10,41,10
"274","U275",25,"F","High",FALSE,FALSE,30,2,8,53,-4
"275","U276",30,"M","High",FALSE,TRUE,21,3,13,56,-3
"276","U277",43,"M","UnivO",FALSE,TRUE,20,1,13,51,1
"277","U278",31,"F","GradO",FALSE,FALSE,35,5,8,52,2
"278","U279",25,"M","Univ",FALSE,TRUE,30,4,10,55,-1
"279","U280",25,"F","Univ",FALSE,TRUE,35,2,12,55,-4
"280","U281",26,"F","High",FALSE,TRUE,17,3,10,50,-1
"281","U282",31,"F","Univ",FALSE,TRUE,26,1,6,55,2
"282","U283",21,"F","UnivO",FALSE,TRUE,25,5,14,60,-6
"283","U284",35,"M","Univ",FALSE,TRUE,27,4,13,46,7
"284","U285",35,"M","High",FALSE,FALSE,29,2,14,49,5
"285","U286",25,"M","High",FALSE,TRUE,33,3,12,57,-11
"286","U287",29,"M","Univ",FALSE,FALSE,35,1,10,47,4
"287","U288",24,"M","High",FALSE,FALSE,26,5,5,55,0
"288","U289",28,"F","GradO",FALSE,TRUE,33,4,12,49,3
"289","U290",40,"M","Univ",FALSE,FALSE,43,2,12,44,8
"290","U291",31,"M","HighO",FALSE,TRUE,16,3,12,53,-3
"291","U292",29,"M","HighO",FALSE,FALSE,27,1,14,45,10
"292","U293",21,"M","HighO",FALSE,TRUE,27,5,13,49,10
"293","U294",26,"M","Grad",FALSE,TRUE,30,4,5,54,-3
"294","U295",30,"F","GradO",FALSE,FALSE,30,2,14,42,10
"295","U296",32,"F","High",FALSE,TRUE,26,3,11,45,9
"296","U297",29,"F","Univ",FALSE,TRUE,26,1,10,55,-3
"297","U298",27,"M","HighO",FALSE,FALSE,20,5,9,57,-2
"298","U299",29,"M","Univ",FALSE,TRUE,35,4,14,53,-3
"299","U300",26,"F","Univ",FALSE,TRUE,19,2,9,61,-5
"300","U301",24,"F","Univ",FALSE,TRUE,31,3,10,53,0
"301","U302",22,"F","High",FALSE,TRUE,19,1,11,52,0
"302","U303",29,"M","Univ",FALSE,FALSE,33,5,14,44,7
"303","U304",30,"M","HighO",FALSE,TRUE,15,4,11,55,-8
"304","U305",23,"F","High",FALSE,TRUE,18,2,9,45,10
"305","U306",29,"M","Univ",FALSE,TRUE,30,3,14,52,3
"306","U307",27,"M","Univ",FALSE,TRUE,30,1,7,54,-2
"307","U308",22,"M","GradO",TRUE,FALSE,25,5,8,52,2
"308","U309",28,"M","High",FALSE,TRUE,35,4,19,56,0
"309","U310",33,"M","High",FALSE,FALSE,29,2,12,41,14
"310","U311",23,"F","High",FALSE,FALSE,30,3,11,52,1
"311","U312",29,"F","UnivO",FALSE,FALSE,29,1,5,57,0
"312","U313",31,"F","Univ",TRUE,FALSE,28,5,17,54,1
"313","U314",30,"M","Univ",FALSE,TRUE,40,4,12,48,8
"314","U315",25,"F","Univ",TRUE,FALSE,26,2,8,60,-5
"315","U316",24,"M","Univ",FALSE,TRUE,33,3,8,49,3
"316","U317",27,"M","Univ",TRUE,TRUE,29,1,8,65,-8
"317","U318",31,"M","Univ",FALSE,TRUE,26,5,9,58,-2
"318","U319",26,"M","Univ",FALSE,TRUE,27,4,10,53,0
"319","U320",42,"F","UnivO",FALSE,TRUE,23,2,9,49,0
"320","U321",26,"M","HighO",FALSE,TRUE,24,3,11,54,-4
"321","U322",42,"F","GradO",FALSE,TRUE,35,1,20,58,-9
"322","U323",27,"F","UnivO",FALSE,TRUE,30,5,9,57,-4
"323","U324",24,"F","Univ",FALSE,FALSE,34,4,6,48,-1
"324","U325",24,"M","Univ",FALSE,TRUE,35,2,12,54,-7
"325","U326",27,"F","High",FALSE,TRUE,35,3,7,60,-9
"326","U327",31,"M","High",FALSE,TRUE,35,1,19,60,-11
"327","U328",24,"M","Univ",FALSE,FALSE,35,5,10,40,16
"328","U329",29,"F","Univ",TRUE,TRUE,17,4,10,57,-1
"329","U330",22,"F","Univ",FALSE,TRUE,35,2,6,51,4
"330","U331",32,"F","Univ",FALSE,TRUE,30,3,12,51,0
"331","U332",48,"M","UnivO",FALSE,TRUE,21,1,8,55,-1
"332","U333",23,"M","Univ",FALSE,TRUE,35,5,5,56,1
"333","U334",27,"F","UnivO",FALSE,FALSE,31,4,8,49,1
"334","U335",31,"F","GradO",FALSE,FALSE,34,2,12,55,-2
"335","U336",25,"F","UnivO",TRUE,FALSE,27,3,6,53,0
"336","U337",26,"F","Univ",FALSE,TRUE,18,1,9,55,0
"337","U338",27,"F","UnivO",FALSE,FALSE,34,5,13,56,2
"338","U339",23,"M","Univ",TRUE,FALSE,29,4,8,45,9
"339","U340",28,"F","Univ",FALSE,TRUE,28,2,5,58,0
"340","U341",22,"F","Univ",FALSE,TRUE,29,3,11,58,-5
"341","U342",25,"M","High",FALSE,FALSE,30,1,13,57,-2
"342","U343",31,"F","GradO",FALSE,FALSE,29,5,5,47,5
"343","U344",21,"M","Univ",FALSE,TRUE,40,4,10,50,4
"344","U345",25,"M","Univ",FALSE,TRUE,30,2,12,54,4
"345","U346",26,"F","Univ",FALSE,FALSE,25,3,10,55,-6
"346","U347",25,"M","UnivO",FALSE,TRUE,25,1,8,60,-9
"347","U348",30,"M","UnivO",FALSE,TRUE,40,5,9,57,0
"348","U349",20,"F","UnivO",FALSE,TRUE,27,4,7,63,-9
"349","U350",25,"F","Univ",FALSE,TRUE,36,2,12,57,-2
"350","U351",24,"F","Univ",FALSE,TRUE,21,3,14,45,7
"351","U352",35,"F","High",FALSE,FALSE,35,1,13,46,8
"352","U353",25,"M","Univ",FALSE,TRUE,29,5,16,52,2
"353","U354",35,"M","UnivO",FALSE,TRUE,31,4,14,57,-4
"354","U355",20,"M","High",FALSE,TRUE,21,2,13,45,9
"355","U356",23,"M","GradO",FALSE,TRUE,32,3,9,48,6
"356","U357",31,"F","Univ",FALSE,FALSE,26,1,6,53,-4
"357","U358",32,"F","Univ",FALSE,TRUE,20,5,6,56,-4
"358","U359",30,"F","Grad",FALSE,FALSE,27,4,8,53,1
"359","U360",35,"F","High",FALSE,TRUE,31,2,10,52,1
"360","U361",24,"F","Univ",FALSE,TRUE,27,3,12,45,8
"361","U362",29,"M","GradO",TRUE,TRUE,31,1,14,63,-9
"362","U363",30,"M","Univ",FALSE,TRUE,18,5,12,59,-7
"363","U364",27,"M","High",FALSE,TRUE,32,4,13,56,3
"364","U365",44,"M","UnivO",TRUE,FALSE,30,2,6,51,5
"365","U366",21,"M","UnivO",FALSE,TRUE,15,3,12,50,3
"366","U367",29,"M","Univ",FALSE,TRUE,31,1,15,61,-6
"367","U368",25,"M","Univ",FALSE,TRUE,26,5,13,48,5
"368","U369",38,"M","High",FALSE,FALSE,22,4,6,49,0
"369","U370",34,"M","Univ",FALSE,TRUE,34,2,11,54,-4
"370","U371",23,"M","UnivO",TRUE,FALSE,35,3,11,45,10
"371","U372",24,"F","Univ",FALSE,TRUE,44,1,8,48,6
"372","U373",41,"F","Univ",FALSE,TRUE,33,5,11,53,-1
"373","U374",28,"M","High",FALSE,FALSE,33,4,9,59,-8
"374","U375",27,"F","Univ",FALSE,TRUE,24,2,14,53,0
"375","U376",24,"M","Univ",FALSE,TRUE,33,3,10,45,10
"376","U377",33,"F","High",FALSE,TRUE,35,1,13,49,1
"377","U378",26,"M","Univ",FALSE,FALSE,35,5,5,61,-7
"378","U379",31,"F","Univ",FALSE,TRUE,19,4,7,61,-8
"379","U380",29,"F","Univ",FALSE,TRUE,28,2,14,57,-5
"380","U381",25,"F","Univ",FALSE,TRUE,27,3,9,53,-2
"381","U382",26,"F","Univ",FALSE,FALSE,34,1,6,52,0
"382","U383",26,"F","High",FALSE,TRUE,16,5,13,48,4
"383","U384",24,"F","UnivO",FALSE,FALSE,26,4,8,51,3
"384","U385",25,"M","High",FALSE,TRUE,32,2,5,53,4
"385","U386",24,"M","GradO",FALSE,TRUE,39,3,9,52,4
"386","U387",30,"F","Univ",FALSE,TRUE,33,1,7,61,-5
"387","U388",27,"M","HighO",FALSE,TRUE,25,5,6,57,-1
"388","U389",21,"M","Univ",FALSE,TRUE,18,4,14,51,6
"389","U390",20,"F","GradO",FALSE,FALSE,29,2,10,49,3
"390","U391",29,"M","Univ",FALSE,TRUE,30,3,9,60,-7
"391","U392",34,"F","High",FALSE,TRUE,34,1,15,48,2
"392","U393",35,"F","Univ",TRUE,TRUE,41,5,11,61,-10
"393","U394",31,"M","Univ",FALSE,FALSE,15,4,12,47,4
"394","U395",27,"F","UnivO",FALSE,FALSE,25,2,9,52,3
"395","U396",21,"F","UnivO",TRUE,FALSE,34,3,6,56,-8
"396","U397",31,"F","Univ",TRUE,FALSE,32,1,14,53,-6
